gsis_id,pfr_id,name,merge_name,birthdate,college,yamplayer_id
00-0019059,MoseKe20,Kelvin Moses,kelvin moses,1976-09-03,Wake Forest,YAMP_1a1aa0ff15a8
00-0012124,NixxRo20,Roosevelt Nix,roosevelt nix,1967-04-17,"Central State University, Oh; College of DuPage",YAMP_1a1bbbe8ad41
00-0000096,AgeeTo00,Tommie Agee,tommie agee,1964-02-22,Auburn,YAMP_1a210f391f94
,WrigMy00,Mykael Wright,mykael wright,,Oregon,YAMP_1a2684f42b08
SAU226521,SaulRi00,Rich Saul,rich saul,1948-02-05,Michigan State,YAMP_1a2a7cbda8f8
00-0009165,KentJo00,Joey Kent,joey kent,1974-04-23,Tennessee,YAMP_1a2b94a8cd67
,,Bernard Morris,bernard morris,,Marshall,YAMP_1a32f5c4b715
00-0032543,EricAl01,Alex Erickson,alex erickson,1992-11-06,Wisconsin,YAMP_1a34edde3507
JEN726740,JensJi01,Jim Jensen,jim jensen,1953-11-28,Iowa,YAMP_1a3504b39ee7
00-0031303,BorlCh00,Chris Borland,chris borland,1990-12-26,Wisconsin,YAMP_1a3617e13d86
00-0027062,OwenCh99,Chris Owens,chris owens,1986-12-01,San Jose State,YAMP_1a3b65737b14
00-0037585,HornTi00,Timmy Horne,timmy horne,1997-10-25,Kansas State,YAMP_1a3d1a71e9d3
00-0030626,MurrPa01,Patrick Murray,patrick murray,1991-06-22,Fordham,YAMP_1a40f5f3651b
00-0026447,BrocEr20,Eric Brock,eric brock,1985-04-04,Auburn,YAMP_1a4123d3a2f6
RED255564,ReddGl20,Glen Redd,glen redd,1958-06-17,BYU,YAMP_1a43d759804f
00-0024708,WorsVi99,Vic Worsley,vic worsley,1984-04-24,North Carolina,YAMP_1a472006fd11
00-0022564,CruzRo00,Ronnie Cruz,ronnie cruz,1981-06-11,Northern State University,YAMP_1a47f541939a
,LacyCa01,Caullin Lacy,caullin lacy,,Louisville,YAMP_1a4978f09e82
00-0029548,BrazLa00,LaVon Brazill,lavon brazill,1989-03-15,Ohio,YAMP_1a498d6013cd
00-0027322,NelsDa01,David Nelson,david nelson,1986-11-07,Florida,YAMP_1a4c4a167b52
00-0023645,AndeDe00,Derek Anderson,derek anderson,1983-06-15,Oregon State,YAMP_1a4cb767194e
00-0019203,,Terrance Beadles,terrance beadles,1976-04-27,University of Arkansas at Pine Bluff,YAMP_1a4fe580b6eb
00-0037387,VirgJa00,Jalen Virgil,jalen virgil,1998-07-13,Appalachian State; UMass Amherst,YAMP_1a540d497aea
00-0038120,HallBr03,Breece Hall,breece hall,2001-05-31,Iowa State,YAMP_1a5583f9a2f5
WIL384570,WillJo22,Joe Williams,joe williams,1965-03-05,Grambling State,YAMP_1a55d430d606
00-0032240,BeasVi00,Vic Beasley,vic beasley,1992-07-08,Clemson,YAMP_1a5641442b41
00-0031549,AghoNe00,Nelson Agholor,nelson agholor,1993-05-24,USC,YAMP_1a575190fc34
00-0040688,StarMa00,Malaki Starks,malaki starks,2003-11-13,Georgia,YAMP_1a57b1d34ec7
00-0025482,HughDa99,Dante Hughes,dante hughes,1985-08-21,California,YAMP_1a57ebff2d4f
00-0040613,DolaSh00,Shaun Dolac,shaun dolac,2001-09-14,Buffalo,YAMP_1a59b9cac190
REI408593,ReigMa00,Mason Reiger,mason reiger,2002-08-19,Wisconsin; Louisville,YAMP_1a5c5a28d7ba
ROU166116,RounRa21,Ray Roundtree,ray roundtree,1966-04-19,Penn State,YAMP_1a5c91331050
00-0032467,,Christian French,christian french,1992-08-18,Oregon,YAMP_1a5e3a89ad5c
GLO415290,GlovCl20,Clyde Glover,clyde glover,1960-07-16,Fresno State; Walla Walla Community College,YAMP_1a679170571e
DEP276860,DePaTo20,Tom DePaso,tom depaso,1956-02-22,Penn State,YAMP_1a6fe88df704
00-0006877,HarpAl00,Alvin Harper,alvin harper,1968-07-06,Tennessee,YAMP_1a707de5f4d7
00-0022837,HarrTo99,Tommie Harris,tommie harris,1983-04-29,Oklahoma,YAMP_1a70eef60e3e
GRO137480,GronMa00,Mark Gronowski,mark gronowski,2001-10-05,Iowa; South Dakota,YAMP_1a73cfa54fde
00-0010596,MaybTo00,Tony Mayberry,tony mayberry,1967-12-08,Wake Forest,YAMP_1a7986ce228b
KRU511128,KrumTo20,Todd Krumm,todd krumm,1965-12-18,Michigan State,YAMP_1a79fefe6c85
,LeviPe00,Pep Levingston,pep levingston,,LSU,YAMP_1a7a054a86d9
00-0027829,MathRi99,Ricardo Mathews,ricardo mathews,1987-07-30,Cincinnati,YAMP_1a7b5cf06539
00-0022325,,Thump Belton,thump belton,1981-06-01,Syracuse,YAMP_1a7f3d3c9f2e
00-0004716,EatmIr20,Irv Eatman,irv eatman,1961-01-01,UCLA,YAMP_1a8182e2f915
00-0023033,,Will Matthews,will matthews,1981-04-30,Texas,YAMP_1a83a3eb5091
JAN276860,JaneEr20,Ernie Janet,ernie janet,1949-07-22,Washington,YAMP_1a83fbd3f21d
00-0014384,SautCo00,Cory Sauter,cory sauter,1974-11-21,Minnesota,YAMP_1a872dc8794a
00-0029061,StanJu00,Julian Stanford,julian stanford,1990-09-02,Wagner,YAMP_1a8a4f56974a
00-0025599,BrowCo97,Courtney Brown,courtney brown,1984-02-10,Cal Poly (San Luis Obispo),YAMP_1a8fa5f5b88d
WAS569019,WashMi21,Mike Washington,mike washington,1953-07-01,Alabama,YAMP_1a8ffd8dd7aa
,,Labbeus Overton,labbeus overton,,Alabama,YAMP_1a904fac517d
00-0015784,stovemat01,Matt Stover,matt stover,1968-01-27,Louisiana Tech,YAMP_1a9259b043e8
00-0006349,GreeRo01,Roy Green,roy green,1957-06-30,Henderson State University,YAMP_1a92935c4c1a
00-0027321,CumbJe00,Jeff Cumberland,jeff cumberland,1987-05-02,Illinois,YAMP_1a97e18d8e3b
,,Hudhaifa Ismaeli,hudhaifa ismaeli,,Northwestern,YAMP_1a9b18cbb7fc
PRY485791,PrysEp00,Ephesians Prysock,ephesians prysock,2003-02-28,Washington; Arizona,YAMP_1a9b1de6b479
WEI794464,WeisRo20,Ron Weissenhofer,ron weissenhofer,1964-02-03,Notre Dame,YAMP_1aa26ed7e2ea
GOS553720,GossBr20,Bruce Gossett,bruce gossett,1941-11-09,Richmond; Duquesne; University of Clarion; Ferrum College,YAMP_1aa627231b61
KIM069215,KimbBr20,Bruce Kimball,bruce kimball,1956-08-19,UMass Amherst,YAMP_1aa7c8f463d4
00-0004054,DaviTe00,Terrell Davis,terrell davis,1972-10-28,Georgia; California State - Long Beach,YAMP_1aab2809bbd3
00-0005623,FulcDa00,David Fulcher,david fulcher,1964-09-28,Arizona State,YAMP_1aaee0d2d5b0
00-0001440,BollBr20,Brian Bollinger,brian bollinger,1968-11-21,North Carolina,YAMP_1aafdc63d41a
00-0019035,StepLe00,Leonard Stephens,leonard stephens,1978-07-09,Howard,YAMP_1ab20d5942f5
00-0038624,SpeeAm00,Ameer Speed,ameer speed,1999-10-11,Michigan State; Georgia,YAMP_1ab2dcdc3cb5
BAN673433,,Shad Banks Jr.,shad banks,2003-03-28,Texas-San Antonio; TCU,YAMP_1ab7511a8dfc
MAZ711924,mazzetim01,Tim Mazzetti,tim mazzetti,1956-02-01,Penn,YAMP_1abaff07fad0
FLO395510,FlowKe00,Kenny Flowers,kenny flowers,1964-03-14,Clemson,YAMP_1abc36dbae4d
00-0030277,TupoCh00,Christian Tupou,christian tupou,1989-05-07,USC,YAMP_1abdc6a908a7
00-0027108,BrinJa99,Jasper Brinkley,jasper brinkley,1985-07-12,South Carolina; Georgia Military,YAMP_1abea4e4c60c
00-0004937,EsiaBo00,Boomer Esiason,boomer esiason,1961-04-17,Maryland,YAMP_1ac075815992
00-0023804,,Nick Mihlhauser,nick mihlhauser,1984-07-06,Washington State,YAMP_1ac0d6be549e
00-0033533,HolsJo01,Joshua Holsey,joshua holsey,1994-06-25,Auburn,YAMP_1ac7be0e4c62
00-0004301,DillSt20,Stacey Dillard,stacey dillard,1968-09-17,Oklahoma,YAMP_1ac979dd7fc1
00-0019834,HodeNa20,Nathan Hodel,nathan hodel,1977-11-12,Illinois,YAMP_1acbb1354e3e
00-0029897,AnthMa00,Marc Anthony,marc anthony,1989-11-14,California,YAMP_1acc7bff431f
ADA249174,AdamDo20,Doug Adams,doug adams,1949-11-03,Ohio State,YAMP_1ad171e9ac09
00-0019562,WebsNa20,Nate Webster,nate webster,1977-11-29,Miami,YAMP_1ad5c779ba35
AND293741,AndeJe20,Jerry Anderson,jerry anderson,1953-10-27,Oklahoma; Northeast Oklahoma,YAMP_1ad803fc06d2
00-0005349,FloyEr20,Eric Floyd,eric floyd,1965-10-28,Auburn,YAMP_1ad8facd3882
00-0014016,,George Rooks,george rooks,1970-08-09,Syracuse,YAMP_1ad986915764
STE537966,StepJa21,Jack Steptoe,jack steptoe,1956-01-21,Utah; Los Angeles Valley College,YAMP_1ad9f6be9bf2
00-0013220,PricDa20,Daryl Price,daryl price,1972-10-23,Colorado,YAMP_1adb80169e87
00-0033373,MizzTa00,Taquan Mizzell,taquan mizzell,1993-10-21,Virginia,YAMP_1adc5e467284
00-0027071,McGeSt00,Stephen McGee,stephen mcgee,1985-09-27,Texas A&M,YAMP_1ae24edc7708
00-0027974,KaepCo00,Colin Kaepernick,colin kaepernick,1987-11-03,Nevada,YAMP_1ae2affba4b1
00-0032988,LawrNi01,Nile Lawrence-Stample,nile lawrence-stample,1992-07-14,Florida State,YAMP_1ae3683f5834
00-0034262,HallP.00,P.J. Hall,p.j. hall,1995-04-05,Sam Houston State,YAMP_1ae4d89b1f82
HAR516360,HarrRi21,Richard Harris,richard harris,1948-01-21,Grambling State,YAMP_1ae82668a3f3
BEL597603,BellSk00,Skyler Bell,skyler bell,2002-07-05,Connecticut; Wisconsin,YAMP_1ae99abb3cb2
00-0029169,,Chris Givens,chris givens,1989-01-28,Miami (Ohio),YAMP_1aeb43c6dfdb
00-0022074,FostGe20,George Foster,george foster,1980-06-09,Georgia,YAMP_1aeb5c266c99
00-0027043,WillJa95,Jason Williams,jason williams,1986-04-23,Western Illinois,YAMP_1aeb8f4fb40a
RUD415288,RudoCo21,Council Rudolph,council rudolph,1950-01-18,Kentucky State University,YAMP_1aed6d1f32e1
00-0036405,WillCh07,Chris Williamson,chris williamson,1997-05-19,Minnesota,YAMP_1aedbd0fb2db
,KinlCa00,Cameron Kinley,cameron kinley,,Navy,YAMP_1af23e7a1c94
,,Carson Williams,carson williams,,Arkansas State,YAMP_1af45dc2708f
00-0038397,HullEv00,Evan Hull,evan hull,2000-10-26,Northwestern,YAMP_1af8d090d59a
THO333410,ThomRi20,Ricky Thomas,ricky thomas,1965-03-29,Alabama,YAMP_1afb1dc88714
00-0000108,akersdav01,David Akers,david akers,1974-12-09,Louisville,YAMP_1affcdff7fa6
00-0028284,ScalPa00,Patrick Scales,patrick scales,1988-02-11,Utah State,YAMP_1b0223576c8b
,,Stefphon Jefferson,stefphon jefferson,,Nevada,YAMP_1b04ebbfa1e4
00-0011234,MillAr20,Arnold Miller,arnold miller,1975-01-03,LSU,YAMP_1b0d972e9dbb
00-0028113,StinBy00,Byron Stingily,byron stingily,1988-09-09,Louisville; Joliet Junior College,YAMP_1b0e2a26c94a
,,Steve Johnson,steve johnson,,Tennessee,YAMP_1b0e9e7fad5a
HAR387270,HarrFr00,Franco Harris,franco harris,1950-03-07,Penn State,YAMP_1b104851eff9
00-0036407,JeudJe00,Jerry Jeudy,jerry jeudy,1999-04-24,Alabama,YAMP_1b106a28f2e4
00-0040070,VinsCa00,Carson Vinson,carson vinson,2001-11-13,Alabama A&M,YAMP_1b11be6d9875
ROS023730,RosaDa20,Dan Rosado,dan rosado,1959-07-06,Northern Illinois,YAMP_1b1258fcaa96
00-0009311,KitnJo00,Jon Kitna,jon kitna,1972-09-21,Central Washington University,YAMP_1b192c35c70e
00-0020502,HowaWi20,Willie Howard,willie howard,1977-12-26,Stanford,YAMP_1b1e2f529f36
SEA043714,SeabTo20,Todd Seabaugh,todd seabaugh,1961-03-16,San Diego State; Ventura,YAMP_1b1eb3b7eabf
STI373761,StilAr00,Art Still,art still,1955-12-05,Kentucky,YAMP_1b1f16461764
00-0030444,SlauJa00,Jamoris Slaughter,jamoris slaughter,1989-12-22,Notre Dame,YAMP_1b204d631318
00-0034095,McFaTa00,Tarvarus McFadden,tarvarus mcfadden,1997-01-28,Florida State,YAMP_1b240dc087e1
00-0023517,FincAl20,Alfred Fincher,alfred fincher,1983-08-15,Connecticut,YAMP_1b27bb6f2b4e
,,Marlon Devonshire,marlon devonshire,,Pittsburgh,YAMP_1b2d5eeabec8
00-0020800,EnaxJu20,Justin Ena,justin ena,1977-11-20,BYU,YAMP_1b2f592d2763
00-0003815,DOnoMa20,Mark D'Onofrio,mark d'onofrio,1969-03-17,Penn State,YAMP_1b2ff4651723
00-0030841,SuttCh00,Chaz Sutton,chaz sutton,1989-09-07,South Carolina,YAMP_1b306bf34fc1
LEW190333,LewiDa03,Dave Lewis,dave lewis,1954-10-15,USC; San Diego City College,YAMP_1b30a07e3011
00-0011434,MitcSc00,Scott Mitchell,scott mitchell,1968-01-02,Utah,YAMP_1b30f9e2dbbb
00-0021126,AmatKe20,Ken Amato,ken amato,1977-05-18,Montana State; Moorpark College,YAMP_1b3808eb762f
,,Steve Parker,steve parker,,Abilene Christian,YAMP_1b39018b0fbe
00-0027803,WelcTh20,Thomas Welch,thomas welch,1987-06-19,Vanderbilt,YAMP_1b3a1e9fb64f
BRO361284,BrowCu00,Curtis Brown,curtis brown,1954-12-07,Missouri; Fort Scott CC,YAMP_1b3af803b851
ARK504282,ArkiTa00,Tanner Arkin,tanner arkin,2003-07-07,Illinois; Colorado State,YAMP_1b422c5ed938
HAR017212,HardBu20,Buddy Hardaway,buddy hardaway,1954-12-12,Oklahoma State; Blinn College,YAMP_1b437fd88807
00-0038463,CoxxBr02,Brenton Cox Jr.,brenton cox,2000-01-30,Florida; Georgia,YAMP_1b46850f0938
00-0005274,,Pat Fitzgerald,pat fitzgerald,1974-12-04,Texas,YAMP_1b4901fe82c7
SHE088355,SheaJo20,Joe Shearin,joe shearin,1960-04-16,Texas,YAMP_1b4b36571bda
00-0000561,BaabMi20,Mike Baab,mike baab,1959-12-06,Texas; Austin Community College; Tarrant County JC,YAMP_1b5301397d3c
00-0028599,JoseEl01,Eli Joseph,eli joseph,1988-06-20,Temple,YAMP_1b56850b50d8
00-0015856,StudDa21,Darren Studstill,darren studstill,1970-08-09,West Virginia,YAMP_1b56e3d3a1ed
00-0003563,CowaSa00,Sam Cowart,sam cowart,1975-02-26,Florida State,YAMP_1b58bbe4bd7b
00-0029822,McMaBr01,Brandon McManus,brandon mcmanus,1991-07-25,Temple,YAMP_1b592f785da5
,,Colby Whitlock,colby whitlock,,Texas Tech,YAMP_1b59357b580e
00-0014592,ScraKi20,Kirk Scrafford,kirk scrafford,1967-03-16,Montana,YAMP_1b5c7f273c3b
00-0003142,CoatBe00,Ben Coates,ben coates,1969-08-16,Livingstone College,YAMP_1b6dab15f034
GRE666310,,Rashaun Greer,rashaun greer,1987-02-10,Colorado State,YAMP_1b6dd3fb6286
00-0016591,TrapJa20,James Trapp,james trapp,1969-12-28,Clemson,YAMP_1b6e656e59d5
00-0021560,NewhRe00,Reggie Newhouse,reggie newhouse,1981-02-16,Baylor,YAMP_1b724f4219a6
,,Thomas Clayton,thomas clayton,,Kansas St.,YAMP_1b73fd930e81
00-0009958,LinnJa20,Jack Linn,jack linn,1967-06-10,West Virginia,YAMP_1b75480bee07
00-0039352,LiufMa00,Marist Liufau,marist liufau,2001-02-09,Notre Dame,YAMP_1b7684228e95
00-0015885,SullCh20,Chris Sullivan,chris sullivan,1973-03-14,Boston College,YAMP_1b7ab81e0f06
00-0017421,WellDe20,Dean Wells,dean wells,1970-07-20,Kentucky,YAMP_1b7b61bd48cd
HOL409068,HollSt21,Steve Holloway,steve holloway,1964-08-23,Tennessee State,YAMP_1b7b7c65a3e4
00-0026968,SuccRy44,Ryan Succop,ryan succop,1986-09-19,South Carolina,YAMP_1b7e756c2bde
JES498348,JessTi20,Tim Jessie,tim jessie,1963-03-01,Auburn,YAMP_1b7eabc890bf
00-0027855,SuhxNd99,Ndamukong Suh,ndamukong suh,1987-01-06,Nebraska,YAMP_1b81a7bf6fa5
00-0004242,DeVrJa20,Jared DeVries,jared devries,1976-06-11,Iowa,YAMP_1b81e1abba30
00-0010927,,Orlando McKay,orlando mckay,1969-10-02,Washington,YAMP_1b823a9b4fdf
KWA415291,KwalTe00,Ted Kwalick,ted kwalick,1947-04-15,Penn State,YAMP_1b82d57599a4
00-0036766,EubaNi00,Nick Eubanks,nick eubanks,1996-11-21,Michigan,YAMP_1b82e0c9b54b
00-0011323,MillJa00,James Milling,james milling,1965-02-14,Maryland,YAMP_1b83607c9b8b
,,Shane Tripucka,shane tripucka,,Texas A&M,YAMP_1b86bbb25ba9
00-0023405,ElamAb20,Abram Elam,abram elam,1981-10-15,Kent State; Palm Beach CC FL; Notre Dame,YAMP_1b8af7121bfa
HAY692125,HaynMi01,Mike Haynes,mike haynes,1953-07-01,Arizona State,YAMP_1b8be91b8755
00-0019926,JoneJu20,Julian Jones,julian jones,1978-06-08,Missouri,YAMP_1b9046f03bbf
,,Lloyd Yancey,lloyd yancey,,Temple,YAMP_1b916ed85e7d
00-0031169,VaugCh00,Chase Vaughn,chase vaughn,1988-09-04,Colorado State (Pueblo),YAMP_1b953ad7aec9
00-0028018,CullCh00,Chris Culliver,chris culliver,1988-08-17,South Carolina,YAMP_1ba074424e0f
,,John Dutton,john dutton,,Nevada,YAMP_1ba0a0f8b393
00-0032521,HiltMi01,Mike Hilton,mike hilton,1994-03-09,Mississippi,YAMP_1ba2b9cd5d5e
00-0023647,HollDa22,Daven Holly,daven holly,1982-08-08,Cincinnati,YAMP_1ba4f54f84a4
00-0021717,,Chad Setterstrom,chad setterstrom,1980-06-13,Northern Iowa,YAMP_1ba61cf32203
00-0036527,TurnDJ00,DJ Turner,dj turner,1997-01-18,Pittsburgh; Maryland,YAMP_1ba7e5904637
MUC622935,MuckLa00,Larry Mucker,larry mucker,1954-12-15,Arizona State,YAMP_1ba87308516d
DIC387604,DickLy00,Lynn Dickey,lynn dickey,1949-10-19,Kansas State,YAMP_1ba8c6c7212e
00-0034232,BealEm00,Emmanuel Beal,emmanuel beal,1995-06-26,Oklahoma,YAMP_1baa63635822
VIT276861,VitaLi20,Lionel Vital,lionel vital,1963-07-15,Nicholls State,YAMP_1babca7eacdc
,,Lucas Brigman,lucas brigman,,Nebraska-Omaha,YAMP_1bad75c754f6
00-0020084,JennLi20,Ligarius Jennings,ligarius jennings,1977-11-03,Tennessee State,YAMP_1bae1efaca2d
00-0017375,WebsEl20,Elnardo Webster,elnardo webster,1969-12-23,Rutgers,YAMP_1baf0b4c9f57
GOO599846,GoodMa20,Mark Goodspeed,mark goodspeed,1956-12-01,Nebraska,YAMP_1bb0a92f8d0e
00-0023662,CassMa00,Matt Cassel,matt cassel,1982-05-17,USC,YAMP_1bb17ba83c35
WHI783888,WhitKy20,Kyle Whittingham,kyle whittingham,1959-11-21,BYU,YAMP_1bb21db7fabb
00-0004798,EilePa20,Pat Eilers,pat eilers,1966-09-03,Notre Dame,YAMP_1bb25f0b6290
00-0008037,IrelDa20,Darwin Ireland,darwin ireland,1971-05-26,Arkansas,YAMP_1bb377bfdf1b
00-0018608,DaviRe00,Reggie Davis,reggie davis,1976-09-03,Washington,YAMP_1bb51febef59
00-0029022,BakeSt01,Steven Baker,steven baker,1988-11-24,East Carolina,YAMP_1bb9f19befdb
00-0024663,TealQu99,Quinton Teal,quinton teal,1984-03-08,Coastal Carolina,YAMP_1bbe92b5994b
,,Jeff Bridewell,jeff bridewell,,UC Davis,YAMP_1bbec8a78ddc
THO412216,ThomZa00,Zach Thomas,zach thomas,1960-09-08,South Carolina State,YAMP_1bc3f4d9646a
,,John Simpson,john simpson,,Baylor,YAMP_1bc95940043a
SIM659150,SimsBi00,Billy Sims,billy sims,1955-09-18,Oklahoma,YAMP_1bcb9d240699
00-0022757,ShoaJe20,Jeff Shoate,jeff shoate,1981-03-23,San Diego State,YAMP_1bcfaf7b06e1
00-0013566,ReidJi20,Jim Reid,jim reid,1971-02-13,Virginia,YAMP_1bd024fb5651
CLA041524,ClaiDe00,Demond Claiborne,demond claiborne,2003-10-09,Wake Forest,YAMP_1bd522199188
00-0000426,ArmsJe00,Jessie Armstead,jessie armstead,1970-10-26,Miami,YAMP_1bd6249092a0
00-0019118,,Ashley Cooper,ashley cooper,1978-01-11,Mississippi State,YAMP_1bed7c64b88d
00-0026320,MoorKa99,Kareem Moore,kareem moore,1984-08-13,Nicholls State; Itawamba JC; Mississippi,YAMP_1beee51a0ba2
00-0026640,DuncRa99,Rashaad Duncan,rashaad duncan,1986-12-10,Pittsburgh,YAMP_1bef09d2e688
00-0036188,WillAn03,Antonio Williams,antonio williams,1997-10-22,North Carolina,YAMP_1bf3354f3111
00-0038548,TorrOC00,O'Cyrus Torrence,o'cyrus torrence,2000-01-20,Florida; Louisiana-Lafayette,YAMP_1bf350ba875e
00-0039718,RichBo01,Bo Richter,bo richter,2000-08-13,Air Force,YAMP_1bf4578ad893
00-0017756,,Clarence Williams,clarence williams,1975-01-20,Florida State,YAMP_1bf970592acf
HEL593270,HeltBa20,Barry Helton,barry helton,1965-01-02,Colorado,YAMP_1bf9e5e7d51e
BOA332232,BoarDw20,Dwaine Board,dwaine board,1956-11-29,North Carolina A&T,YAMP_1bfa6a4d3b57
00-0026100,HughNa00,Nate Hughes,nate hughes,1985-01-18,Alcorn State,YAMP_1bfb50810851
MAR319455,MarsJi01,Jim Marsalis,jim marsalis,1944-10-10,Tennessee State,YAMP_1bfb57283d97
00-0024702,,KaMichael Hall,kamichael hall,1985-01-22,Georgia Tech,YAMP_1bff4ce9a206
00-0031690,TomlEr01,Eric Tomlinson,eric tomlinson,1992-04-22,Texas-El Paso,YAMP_1c026d99a5e9
00-0032902,FarrKe02,Kenneth Farrow,kenneth farrow,1993-03-07,Houston,YAMP_1c03221de2e2
00-0029691,RobiJo01,Josh Robinson,josh robinson,1991-01-08,UCF,YAMP_1c0353a43ff3
00-0019986,ThomJu20,Juqua Parker,juqua parker,1978-05-15,Oklahoma State; Northeast Oklahoma,YAMP_1c041742d11a
00-0032419,HaegJo00,Joe Haeg,joe haeg,1993-03-11,North Dakota State,YAMP_1c05a3340bcc
00-0028094,LegrMa00,Mark LeGree,mark legree,1989-07-08,Appalachian State,YAMP_1c05d8b105a7
00-0007915,HumpRo00,Ronald Humphrey,ronald humphrey,1969-03-03,Mississippi Valley State University,YAMP_1c0aeef1d2e6
00-0031376,McKiJe00,Jerick McKinnon,jerick mckinnon,1992-05-03,Georgia Southern,YAMP_1c1512342477
HAL203400,,Charlie Hall,charlie hall,1948-12-02,Houston,YAMP_1c1546c6fb2d
00-0026644,VaugJo01,Josh Vaughan,josh vaughan,1986-12-03,Richmond,YAMP_1c1647d817d2
00-0032443,HuntJo00,Joey Hunt,joey hunt,1994-02-22,TCU,YAMP_1c167c8bf567
00-0026288,PoweCa98,Carlton Powell,carlton powell,1985-08-14,Virginia Tech,YAMP_1c171fa17758
,,Newt Harrell,newt harrell,,West Texas A&M,YAMP_1c1cc1f381a7
MAS151012,MasoLa00,Larry Mason,larry mason,1961-03-21,Troy; Southern Mississippi,YAMP_1c1d554fc11f
,,Dave Minnich,dave minnich,,Washington State,YAMP_1c1efbc76ced
ARO415291,AronDo20,Doug Aronson,doug aronson,1964-08-14,San Diego State,YAMP_1c1f4e809cca
00-0026726,,Michael Ray Garvin,michael ray garvin,1986-09-29,Florida State,YAMP_1c1fadd7ac3d
COR511128,CornMa20,Martin Cornelson,martin cornelson,1961-06-04,N.C. State,YAMP_1c20a0fda9b6
00-0018155,WolfJo20,Joe Wolf,joe wolf,1966-12-28,Boston College,YAMP_1c21e39bafbb
00-0007835,HuarDa00,Damon Huard,damon huard,1973-07-09,Washington,YAMP_1c2256fa476a
00-0034391,NealSi00,Siran Neal,siran neal,1994-08-04,Jacksonville State,YAMP_1c25efd755e2
00-0021054,GracSt20,Steven Grace,steven grace,1979-02-13,Arizona,YAMP_1c26f80cecf7
00-0021464,RombBr20,Brett Romberg,brett romberg,1979-10-10,Miami,YAMP_1c28377df34e
00-0022704,AndeCo00,Courtney Anderson,courtney anderson,1980-11-19,San Jose State,YAMP_1c2945363495
00-0010206,LytlMa00,Matt Lytle,matt lytle,1975-09-04,Pittsburgh,YAMP_1c37eb157870
00-0033620,ReilBr00,Brandon Reilly,brandon reilly,1993-09-24,Nebraska,YAMP_1c3b627d1f2b
BOR387604,BordNa21,Nate Borders,nate borders,1963-06-11,Indiana,YAMP_1c3c3102fec4
00-0027742,HartLa99,Larry Hart,larry hart,1987-07-16,Central Arkansas; Holmes County JC,YAMP_1c445195295f
00-0017724,WillBe21,Bernard Williams,bernard williams,1972-07-18,Georgia,YAMP_1c452db6ce7b
00-0039613,HolkDa00,Dallin Holker,dallin holker,2000-04-07,Colorado State; BYU,YAMP_1c4820eb2593
SAW553720,SawyKe20,Ken Sawyer,ken sawyer,1952-07-22,Syracuse,YAMP_1c49824be618
00-0029254,SilaAm00,Amini Silatolu,amini silatolu,1988-09-16,Midwestern State; San Joaquin Delta College,YAMP_1c4aaa49cd4e
HAR296907,HarpWi20,Willie Harper,willie harper,1950-07-30,Nebraska,YAMP_1c4b9a18e105
00-0024137,TuttSt00,Stacy Tutt,stacy tutt,1982-08-08,Richmond,YAMP_1c4d7b085564
00-0014539,ScotCh20,Chad Scott,chad scott,1974-09-06,Maryland; Towson State,YAMP_1c542de4a101
00-0019714,LechSh20,Shane Lechler,shane lechler,1976-08-07,Texas A&M,YAMP_1c57ca58a5ee
NEI498348,NeilKe20,Kenny Neil,kenny neil,1959-01-08,Iowa State,YAMP_1c5c4409afcd
00-0029885,MillSt00,Steven Miller,steven miller,1991-03-23,Appalachian State,YAMP_1c5cdad6b86e
00-0006629,HaleCh20,Chris Hale,chris hale,1966-01-04,USC; Nebraska; Glendale Community College,YAMP_1c5dc6e42411
RAL415291,RalpDa20,Dan Ralph,dan ralph,1961-03-09,Oregon; Colorado,YAMP_1c61b9fab573
,,Todd Washington,todd washington,,SE Louisiana,YAMP_1c63a183f310
00-0010535,MathKe20,Kevin Mathis,kevin mathis,1974-04-29,Texas A&M-Commerce,YAMP_1c6565d3e07f
00-0035672,BartCo00,Cody Barton,cody barton,1996-11-13,Utah,YAMP_1c6658fcd79b
00-0002662,,Chad Carpenter,chad carpenter,1973-07-17,Washington State,YAMP_1c6bb726aba0
00-0022772,,Dominic Furio,dominic furio,1981-06-04,UNLV,YAMP_1c6ef346f8fc
,StinJo20,Jon Stinchcomb,jon stinchcomb,,Georgia,YAMP_1c6f9379b373
TYR332232,TyreJi00,Jim Tyrer,jim tyrer,1939-02-25,Ohio State,YAMP_1c70390f3a90
WAL551034,WallHe21,Henry Walls,henry walls,1964-02-13,Clemson,YAMP_1c717459266c
00-0039299,HolaGe00,George Holani,george holani,1999-12-16,Boise State,YAMP_1c72c0407b68
00-0034902,EguaSa00,Sam Eguavoen,sam eguavoen,1993-02-22,Texas Tech,YAMP_1c735092254a
00-0032071,BrowTr02,Trent Brown,trent brown,1993-04-13,Florida; Georgia Military,YAMP_1c787fb4ed18
00-0032162,McGiT.00,T.Y. McGill,t.y. mcgill,1992-11-23,N.C. State,YAMP_1c78f75a014a
MCD375725,McDoJa00,James McDonald,james mcdonald,1961-03-29,USC,YAMP_1c79b409617f
00-0023272,GrooMa20,Matt Grootegoed,matt grootegoed,1982-05-06,USC,YAMP_1c79c0cc9601
